"GEOID","year","STATEFP","COUNTYFP","NAMELSAD","June_AvgMaxTF","July_AvgMaxTF","Aug_AvgMaxTF","AvgAnnMaxTF","TotpercInch"
"51003010100","1980","51","003","Census Tract 101",81.01,87.58,86.38,65.09,37
"51003010100","1981","51","003","Census Tract 101",83.64,83.31,81.9,64.34,38.23
"51003010100","1982","51","003","Census Tract 101",78.22,84.22,80.51,64.78,44.55
"51003010100","1983","51","003","Census Tract 101",81.25,88.3,87.43,64.7,53.92
"51003010100","1984","51","003","Census Tract 101",84.84,81.61,82.83,65.38,52.79
"51003010100","1985","51","003","Census Tract 101",80.19,83.59,81.3,65.83,49.68
"51003010100","1986","51","003","Census Tract 101",84.55,87.82,80.39,65.88,36.81
"51003010100","1987","51","003","Census Tract 101",84.06,89.06,86.25,65.52,48.85
"51003010100","1988","51","003","Census Tract 101",81.92,87.81,86.95,64.81,35.66
"51003010100","1989","51","003","Census Tract 101",81.85,83.02,80.38,63.98,52.75
"51003010100","1990","51","003","Census Tract 101",81.97,86.3,81.64,67.78,48.13
"51003010100","1991","51","003","Census Tract 101",82.72,85.19,83.52,67.36,41.6
"51003010100","1992","51","003","Census Tract 101",77.19,85.53,79.68,63.81,49.01
"51003010100","1993","51","003","Census Tract 101",82.63,88.5,85.98,64.9,47.81
"51003010100","1994","51","003","Census Tract 101",84.29,84.63,80.51,65.28,46.95
"51003010100","1995","51","003","Census Tract 101",78.67,85.91,85.15,64.27,54.47
"51003010100","1996","51","003","Census Tract 101",82.5,81.58,80.79,62.98,60.48
"51003010100","1997","51","003","Census Tract 101",79.27,85.92,82.16,64.23,44.55
"51003010100","1998","51","003","Census Tract 101",79.93,85.36,85.04,66.97,50.32
"51003010100","1999","51","003","Census Tract 101",81.38,89.67,85.45,66.81,45.09
"51003010100","2000","51","003","Census Tract 101",81.97,80.89,80.72,64.6,40.09
"51003010100","2001","51","003","Census Tract 101",81.39,81.58,84.51,66.18,33.68
"51003010100","2002","51","003","Census Tract 101",84.72,86.22,86.51,66.37,39.87
"51003010100","2003","51","003","Census Tract 101",77.86,82.74,83.74,63.46,71.66
"51003010100","2004","51","003","Census Tract 101",79.48,83.49,82.06,65.26,54.15
"51003010100","2005","51","003","Census Tract 101",83.16,86.32,85.93,65.6,44.08
"51003010100","2006","51","003","Census Tract 101",81.58,86.65,87.48,67.28,47.89
"51003010100","2007","51","003","Census Tract 101",81.57,84.28,86.64,66.38,35.3
"51003010100","2008","51","003","Census Tract 101",84.92,84.97,82.47,64.92,43.3
"51003010100","2009","51","003","Census Tract 101",80.16,80.2,83.7,63.45,49.64
"51003010100","2010","51","003","Census Tract 101",86.6,89.57,85.48,66.16,41.72
"51003010100","2011","51","003","Census Tract 101",83.49,89.08,84.69,66.6,55.49
"51003010100","2012","51","003","Census Tract 101",81.48,89.31,83.56,67.54,42.62
"51003010100","2013","51","003","Census Tract 101",80.77,83.5,79.85,63.94,54.14
"51003010100","2014","51","003","Census Tract 101",82.37,82.64,79.96,63.61,45.94
"51003010100","2015","51","003","Census Tract 101",81.95,83.75,83.47,65.93,51.4
"51003010100","2016","51","003","Census Tract 101",82.07,87.44,86.39,66.8,42.93
"51003010100","2017","51","003","Census Tract 101",82.14,87.24,82.16,67.07,40.18
"51003010100","2018","51","003","Census Tract 101",81.67,84.46,84.53,65.26,72.49
"51003010100","2019","51","003","Census Tract 101",81.11,87.92,85.25,67.09,46.53
"51003010100","2020","51","003","Census Tract 101",81.68,89.37,83.46,66.9,59.22
"51003010201","1980","51","003","Census Tract 102.01",83.39,89.77,88.78,67.14,35.5
"51003010201","1981","51","003","Census Tract 102.01",85.96,85.83,84.03,66.45,37.57
"51003010201","1982","51","003","Census Tract 102.01",80.39,86.43,82.52,66.64,42.73
"51003010201","1983","51","003","Census Tract 102.01",83.54,90.7,89.9,66.89,48.82
"51003010201","1984","51","003","Census Tract 102.01",87.05,84.05,85.26,67.46,51.48
"51003010201","1985","51","003","Census Tract 102.01",82.44,86.19,83.71,67.98,50.03
"51003010201","1986","51","003","Census Tract 102.01",87.12,89.89,82.35,67.79,35.44
